item_id,title,author,year,editions,subjects,image_url
book-/works/OL81610W,Cujo,Stephen King,1981,81,Suspense|Psychological Horror|Fiction|Rabies In Fiction|Dogs In Fiction|Dogs|Rabies|Horror|American Horror Tales|Horror Fiction,https://covers.openlibrary.org/b/id/8570003-L.jpg
book-/works/OL81623W,Firestarter,Stephen King,1980,78,Genetic Engineering|Suspense|Fiction|Psychokinesis|Fire|Horror|Psychic Ability|Science Fiction|Horror Thriller|Telekinesis,https://covers.openlibrary.org/b/id/12015446-L.jpg
book-/works/OL927199W,The Exorcist,William Peter Blatty,1971,77,Fiction|Horror|Horror Fiction|Demonic Possession|Gothic Revival|Priests|Demons|Bishops|Heart Arrhythmia|Jesuits,https://covers.openlibrary.org/b/id/12715730-L.jpg
book-/works/OL8088702W,"The Haunted and the Haunters, Or, The House and the Brain","Edward Bulwer Lytton, Baron Lytton",1800,73,Fiction|Horror|Suspense|Thriller|English Science Fiction,https://covers.openlibrary.org/b/id/2788688-L.jpg
book-/works/OL81627W,Skeleton crew,Stephen King,1985,73,American Horror Tales|Nested Narrative|Novellas|Alcoholism|Anecdotes|Diaries|Heroin|Cruise Ships|Islands|Insanity,https://covers.openlibrary.org/b/id/14657166-L.jpg
book-/works/OL41059W,The Tell-Tale Heart,Edgar Allan Poe,1958,71,Asesinato|Cuentos De Terror Estadounidenses|Ficción|American Horror Tales|American Literature|Children'S Fiction|Classic Literature|Crime|Crime Fiction|Crime In Fiction,https://covers.openlibrary.org/b/id/11851436-L.jpg
book-/works/OL81607W,Needful Things,Stephen King,1991,67,Suspense|City And Town Life|Specialty Stores|Good And Evil|American Horror Tales|Translations Into Russian|Fiction|Horror|Horror Fiction|Retail Trade,https://covers.openlibrary.org/b/id/8404327-L.jpg
book-/works/OL81599W,The talisman,Stephen King,1925,66,Fantastique|Romans|Talismans|Mothers And Sons|Fiction|Quests (Expeditions)|Boys|Fantasy|Horror|Fantasy Fiction,https://covers.openlibrary.org/b/id/14651566-L.jpg
book-/works/OL81608W,Night Shift,Stephen King,1960,65,Euthanasia|Terminal Illness|Vampires|Crucifixes|Rosaries|Devotional Medals|Douay–Rheims Bible|Myocardial Infarction|Vietnam War|Suicide,https://covers.openlibrary.org/b/id/14651337-L.jpg
book-/works/OL81602W,The Eyes of the Dragon,Stephen King,1959,65,Suspense|Horror|Epic Fantasy|Fantasy|Fiction|Thriller|Princes|Dragons|Wizards|Horror Fiction,https://covers.openlibrary.org/b/id/8524085-L.jpg
book-/works/OL81606W,Four Past Midnight,Stephen King,1990,64,Paranormal|Nightmares|Cuckoo Clocks|Word Processors|Polaroid Cameras|Speechwriting|Dissociative Identity Disorder|Ambush|Sanity|Caretakers,https://covers.openlibrary.org/b/id/8413143-L.jpg
book-/works/OL81619W,Christine,Stephen King,1983,64,Carbon Monoxide|Greasers|Couriers|Smuggling|Heimlich Maneuver|Horror|Plymouth Fury|Supernatural|Fiction|Triangles (Interpersonal Relations),https://covers.openlibrary.org/b/id/14655985-L.jpg
book-/works/OL1911336W,The Day of the Triffids,John Wyndham,1951,63,Blind|English Fantasy Fiction|Translations Into Russian|Science Fiction & Fantasy|Horror|Fiction In English|Fiction|Meteorites|Science Fiction|Classic Literature,https://covers.openlibrary.org/b/id/535027-L.jpg
book-/works/OL149210W,Thinner,Stephen King,1984,62,Gluttony|Magic|Romani|Allegories|Horror|Littérature D'Épouvante|Romanies|Occult Fiction|Horror Stories|Horror Fiction,https://covers.openlibrary.org/b/id/8274288-L.jpg
book-/works/OL81621W,Different Seasons,Stephen King,1982,61,First-Person Narrative|Post-Traumatic Stress Disorder|World War Ii|Law School|Vietnam War|Germans|Nazis|War Crime|Holocaust|Schutzstaffel,https://covers.openlibrary.org/b/id/14655761-L.jpg
book-/works/OL81620W,The Dark Half,Stephen King,1989,61,Alcohol Abuse|Parasitic Twins|Alcoholism|Authors|Conjoined Twins|Suspense|Anonyms And Pseudonyms|American Novelists|Audiobooks|Horror Tales,https://covers.openlibrary.org/b/id/8530409-L.jpg
book-/works/OL81597W,Cell,Stephen King,2006,61,Computer Worms|Hive Minds|Zombies|Horror Fiction|Cell Phones|Fiction|Murderers|Psychological Fiction|Cell Phones In Fiction|Asesinos,https://covers.openlibrary.org/b/id/14654054-L.jpg
book-/works/OL103194W,Something Wicked This Way Comes,Ray Bradbury,1962,60,Boys|Fiction|Male Friendship|Fathers And Sons|Carnival|Fiction In English|Sci-Fi|Social Life And Customs|Fantasy|Fantasy Fiction,https://covers.openlibrary.org/b/id/9346340-L.jpg
book-/works/OL81584W,Everything's Eventual. 14 Dark Tales,Stephen King,2002,60,Apple Computers|Dementia|Fantasy|Garbage Disposal Units|Convenience Stores|Gangrene|Fishing|Short Stories|Yard Sales|Suicide,https://covers.openlibrary.org/b/id/8585782-L.jpg
book-/works/OL134890W,Petals on the Wind,V.C. Andrews,1980,60,Series:Dollanganger|Fiction|Dysfunctional Families|Domestic Fiction|Horror Fiction|Dilation And Curettage|Mystery Fiction|Mothers And Daughters|Revenge|Suspense,https://covers.openlibrary.org/b/id/9358432-L.jpg
book-/works/OL707922W,A thin ghost and others,Montague Rhodes James,1919,59,Classic Literature|English Ghost Stories|Fantasy|Fiction|Horror,https://covers.openlibrary.org/b/id/6125355-L.jpg
book-/works/OL81603W,Insomnia,Stephen King,1994,58,Bram Stoker Award For Best Novel|Suspense|Suspense Thriller|Open Library Staff Picks|Horror|Insomnia|Fiction|Horror Fiction|Horror Tales|Suspense Fiction,https://covers.openlibrary.org/b/id/7886954-L.jpg
book-/works/OL81614W,Rose Madder,Stephen King,1995,57,Rose Madder|Audiobooks|Miscarriage|Internal Affairs|Women'S Shelters|Domestic Violence|Greek Mythology|Fantasy|Thriller|Horror,https://covers.openlibrary.org/b/id/8578049-L.jpg
book-/works/OL81617W,Gerald's Game,Stephen King,1992,56,Horror Tales|Fiction|Horror|Horror Fiction|American Fiction|Married People|Sexual Behavior|Women|Fear|Adult Child Sexual Abuse Victims,https://covers.openlibrary.org/b/id/10705875-L.jpg
book-/works/OL81586W,From a Buick 8,Stephen King,2002,55,Pennsylvania State Police|Ghost Story|Drunk Driving|Angel Dust|Horror Fiction|Teenage Boys|Police|Open Library Staff Picks|Fiction|Abandonment Of Automobiles,https://covers.openlibrary.org/b/id/6502777-L.jpg
book-/works/OL2794726W,The Regulators,Stephen King,1996,55,Science Fiction|Audiobooks|Autistic Children|Fantasy|Paranormal|Fiction|Horror|Ohio -- Fiction|Horror Tales|Homicide,https://covers.openlibrary.org/b/id/14651906-L.jpg
book-/works/OL81611W,Desperation,Stephen King,1996,55,Fiction|Travelers|Traffic Police|American Fiction|Horror Tales|Horror|Suspense|Psychological Fiction|Spanish: Adult Fiction|Horror Fiction,https://covers.openlibrary.org/b/id/8757374-L.jpg
book-/works/OL81624W,Hearts in Atlantis,Stephen King,1998,55,Lord Of The Flies (William Golding)|Somatoform Disorders|Penance|Dormitories|Hearts|The Dark Tower|Psychics|Baby Boomer Generation|Thrillers|Bildungsromans,https://covers.openlibrary.org/b/id/8536326-L.jpg
book-/works/OL77828W,The Queen of the Damned,Anne Rice,1988,55,Fiction|Vampires|Horror Tales|Horror|Rock Music|Spirits|New World Order|Lestat (Fictitious Character)|Series:The-Vampire-Chronicles,https://covers.openlibrary.org/b/id/9255774-L.jpg
book-/works/OL24034W,Treasure Island,Robert Louis Stevenson,1880,1988,Fiction|Treasure Island (Imaginary Place)|Treasure-Trove|Pirates|Treasure Troves|Children'S Fiction|Literature|Asventure And Adventures|Adventure And Adventures|Buried Treasure,https://covers.openlibrary.org/b/id/13859660-L.jpg
book-/works/OL472715W,The Mysterious Affair at Styles,Agatha Christie,1920,1091,Fiction|Mystery|Crime Fiction|Mystery Thriller|Thriller|Adult|Classic Literature|British Literature|Hercule Poirot (Fictitious Character)|Tommy Beresford (Fictitious Character),https://covers.openlibrary.org/b/id/13699667-L.jpg
book-/works/OL76524W,The Thirty-Nine Steps,John Buchan,1915,881,English Language|Fiction|Fugitives From Justice|Intelligence Service|Missing Persons|Richard Hannay (Fictitious Character)|Secret Societies|Suspense Fiction|Textbooks For Foreign Speakers|Spy Stories,https://covers.openlibrary.org/b/id/93020-L.jpg
book-/works/OL20844W,The Red Badge of Courage,Stephen Crane,1855,639,1783-1865|American Manuscripts|Cartoons And Comics|Civil War|Classic Literature|Coming Of Age|Criticism And Interpretation|Facsimiles|Fiction|Histoire,https://covers.openlibrary.org/b/id/8236915-L.jpg
book-/works/OL245401W,The Prisoner of Zenda,Anthony Hope,1800,627,Fiction|Adventure|Children'S Fiction|British|Impostors And Imposture|English Adventure Stories|Classic Literature|Foreign Countries|Thriller|Literature,https://covers.openlibrary.org/b/id/105814-L.jpg
book-/works/OL23797W,The Riddle of the Sands,Erskine Childers,1903,532,Fiction|Invasions|History|Secret Service|Sailing|British|Classic Literature|Thriller|Mystery|General,https://covers.openlibrary.org/b/id/2293974-L.jpg
book-/works/OL77950W,The deerslayer,James Fenimore Cooper,1841,504,United States In Fiction|Male Friendship|Hunters|Scouts And Scouting In Fiction|Fiction|Hunters In Fiction|Indiens De L'Amérique Du Nord|Indians Of North America In Fiction|Iroquois Indians|Delaware Indians In Fiction,https://covers.openlibrary.org/b/id/8237593-L.jpg
book-/works/OL76598W,Mr. Standfast,John Buchan,1918,437,Fiction|Richard Hannay (Fictitious Character)|Intelligence Service|Classic Literature|Thriller|War Stories|Spy Stories,https://covers.openlibrary.org/b/id/6962564-L.jpg
book-/works/OL78009W,The Pathfinder,James Fenimore Cooper,1800,427,Classic Literature|Fiction|Frontier And Pioneer Life|Historical Fiction|History|Indians Of North America|Natty Bumppo (Fictitious Character)|Readers|Thriller|Pioneers,https://covers.openlibrary.org/b/id/8980913-L.jpg
book-/works/OL74504W,White Fang,Jack London,1905,387,Gold Discoveries|Wolfdogs|Classic Literature|American Adventure Stories|Open Library Staff Picks|Juvenile Fiction|Fiction|Gold Mines And Mining|Historical Fiction|Wolves,https://covers.openlibrary.org/b/id/8236920-L.jpg
book-/works/OL24166W,Kidnapped,Robert Louis Stevenson,1886,352,Juvenile Fiction|Fiction|History|Adventure And Adventurers|Scotland|Adventure|Adventure Fiction|Historical Fiction|Teenage Boys|Kidnapping,https://covers.openlibrary.org/b/id/8267822-L.jpg
book-/works/OL4885721W,A strange disappearance,Anna Katharine Green,1879,306,Fiction|Police|Missing Persons|Women Household Employees|Women Domestics|Classic Literature|Thriller,https://covers.openlibrary.org/b/id/12657405-L.jpg
book-/works/OL2681032W,The Evil Shepherd,Edward Phillips Oppenheim,1922,291,Classic Literature|Fiction|Thriller,https://covers.openlibrary.org/b/id/12648419-L.jpg
book-/works/OL2021957W,Otto of the Silver Hand,Howard Pyle,1888,226,Middle Ages|Fiction|Juvenile Fiction|Classic Literature|Thriller|Juvenile Literature|Children'S Fiction|Children|Conduct Of Life|Fathers And Sons,https://covers.openlibrary.org/b/id/7263483-L.jpg
book-/works/OL17455W,A Tale of Three Lions,H. Rider Haggard,2004,215,Classic Literature|Fiction|Thriller,https://covers.openlibrary.org/b/id/2009339-L.jpg
book-/works/OL827304W,The Beetle. A Mystery,Richard Marsh,1897,211,Antiquities|British|Classic Literature|Collection And Preservation|Egyptologists|Fiction|Monsters|Politicians|Revenge|Thriller,https://covers.openlibrary.org/b/id/750958-L.jpg
book-/works/OL100239W,An American Tragedy,Theodore Dreiser,1900,210,Classic Literature|Fiction|Thriller|American Literature|Readers|Trials (Homicide)|Crime|New York (State)--Fiction|Romance Norte Americano|Legal Stories,https://covers.openlibrary.org/b/id/12728401-L.jpg
book-/works/OL455327W,Lord of the Flies,William Golding,1954,191,Fiction|Relationships|Adventure|Morality|Survival|Childhood|Children|Boys|Ethics|Castaway,https://covers.openlibrary.org/b/id/8684447-L.jpg
book-/works/OL8075008W,Alcatraz,Frederick Faust,1922,178,Classic Literature|Fiction|Thriller|Stallions|Étalons|Biography,https://covers.openlibrary.org/b/id/2891182-L.jpg
book-/works/OL1517879W,The Four Just Men,Edgar Wallace,1905,177,Classic Literature|Fiction|Thriller|English Detective And Mystery Stories|Justice|Adventure|Vigilantes,https://covers.openlibrary.org/b/id/12947886-L.jpg
book-/works/OL85753W,Casino Royale,Ian Fleming,1953,164,British|Fiction|Fiction In English|Intelligence Officers|Secret Service|Intelligence Service|Spy Stories|English|English Language Readers|English Literature,https://covers.openlibrary.org/b/id/5540820-L.jpg
book-/works/OL1099641W,Michel Strogoff,Jules Verne,1876,152,Classic Literature|Fiction|History|Tatars|Heroes|Thriller|French Science Fiction|French Fiction|Translations Into Gujarati|Historical Fiction,https://covers.openlibrary.org/b/id/10393209-L.jpg
book-/works/OL85732W,"From Russia, with love",Ian Fleming,1957,150,British|Fiction|Fiction In English|Intelligence Officers|Intelligence Service|James Bond (Fictitious Character)|Russian Espionage|Assassins|Novelas Irlandesas|Pr6056.L4 F7 2012,https://covers.openlibrary.org/b/id/109458-L.jpg
book-/works/OL85750W,Goldfinger,Ian Fleming,1958,144,Fiction|Fiction In English|Gold Smuggling|James Bond (Fictitious Character)|Intelligence Service|Suspense Fiction|English Fiction|Intelligence Officers|Serie:James_Bond|Collection:Serie:James_Bond,https://covers.openlibrary.org/b/id/109454-L.jpg
book-/works/OL8127199W,In Secret,Robert W. Chambers,1919,142,Classic Literature|Fiction|Thriller,https://covers.openlibrary.org/b/id/1844837-L.jpg
book-/works/OL2344450W,The Drums of Jeopardy,Harold MacGrath,1920,140,Classic Literature|Fiction|Thriller,https://covers.openlibrary.org/b/id/11351150-L.jpg
book-/works/OL2713465W,Nightmare Abbey,Thomas Love Peacock,1818,140,Adaptations|Arthurian Romances|Classic Literature|Fiction|Kings And Rulers|Thriller|Gothic Novel|Englisch|English Poetry,https://covers.openlibrary.org/b/id/1956635-L.jpg
book-/works/OL13150029W,The Eye of Osiris,R. Austin Freeman,1911,136,Missing Persons|Private Investigators|Mummies|Fiction|Classic Literature|Thriller,https://covers.openlibrary.org/b/id/7162423-L.jpg
book-/works/OL8074996W,The Rangeland Avenger,Frederick Faust,1924,135,Classic Literature|Fiction|Thriller,https://covers.openlibrary.org/b/id/1845677-L.jpg
book-/works/OL85746W,Live and let die,Ian Fleming,1954,135,British|Fiction|Fiction In English|Intelligence Officers|James Bond (Fictitious Character)|Intelligence Service|English Literature|Serie:James_Bond|Collection:Serie:James_Bond|Smersh (Fictional Agency),https://covers.openlibrary.org/b/id/109570-L.jpg
book-/works/OL85736W,Doctor No,Ian Fleming,1958,119,Detective And Mystery Stories|Fiction|James Bond (Fictitious Character)|Spy Stories|Adventure Stories|Open Library Staff Picks|British|English Spy Stories|Serie:James_Bond|Collection:Serie:James_Bond,https://covers.openlibrary.org/b/id/6491664-L.jpg
book-/works/OL85747W,Diamonds are Forever,Ian Fleming,1956,117,British|Diamond Smuggling|English Spy Stories|Fiction|Fiction In English|Intelligence Officers|Intelligence Service|Spy Stories|Pulp Literature|Children'S Stories,https://covers.openlibrary.org/b/id/5540817-L.jpg
book-/works/OL1099693W,Robur le conquérant,Jules Verne,1886,113,Classic Literature|Fiction|Thriller|Adventure Stories|French Science Fiction,https://covers.openlibrary.org/b/id/2821179-L.jpg
book-/works/OL1099380W,Cinq semaines en ballon,Jules Verne,1867,112,Travel|Hot Air Balloons|Description And Travel|Fiction|Classic Literature|Thriller|Ficción|Viajes Alrededor Del Mundo|Voyages Around The World|Balloon Ascensions,https://covers.openlibrary.org/b/id/8179189-L.jpg
book-/works/OL1914022W,The Pillars of the Earth,Ken Follett,1989,111,White Ship|The Anarchy|Battle Of Lincoln|Anglo-Saxon Law|Suspense & Thriller|Epic Fiction|Suspense Fiction|Church And State|Historical Literature|Church Architecture,https://covers.openlibrary.org/b/id/9269909-L.jpg
book-/works/OL85742W,The Spy Who Loved Me,Ian Fleming,1962,108,Fiction|Fiction In English|James Bond (Fictitious Character)|Women|Assassins|Intelligence Service|Mystery Fiction|Spy Stories|Love Stories|Intelligence Officers,https://covers.openlibrary.org/b/id/109573-L.jpg
book-/works/OL85743W,Moonraker,Ian Fleming,1955,107,Fiction|Intelligence Officers|James Bond (Fictitious Character)|Espionage|Thriller|Intelligence Service|Spy Stories|Open Library Staff Picks|Serie:James_Bond|Collection:Serie:James_Bond,https://covers.openlibrary.org/b/id/6593911-L.jpg
book-/works/OL267791W,You Only Live Twice,Ian Fleming,1964,105,Fiction|Intelligence Officers|James Bond (Fictitious Character)|British|Intelligence Service|Juvenile Fiction|Fiction In English|Spies|Assassination|Recluses,https://covers.openlibrary.org/b/id/14076122-L.jpg
book-/works/OL8075012W,Way of the Lawless,Frederick Faust,1978,105,Outlaws|Fiction|Frontier And Pioneer Life|Classic Literature|Thriller,https://covers.openlibrary.org/b/id/1845536-L.jpg
book-/works/OL46241W,"I, Robot",Isaac Asimov,1950,99,Smear Campaigns|Supercomputers|Computers|Frankenstein Complex|Hyperspace|Heisenbugs|Asteroids|Shahada|Space Stations|Space-Based Solar Power,https://covers.openlibrary.org/b/id/12385229-L.jpg
book-/works/OL85741W,The Man with the Golden Gun,Ian Fleming,1965,95,Assassins|British|Fiction|Fiction In English|Intelligence Officers|James Bond (Fictitious Character)|Graphic Novels|Graphic Novels - Crime & Mystery|Espionage/Intrigue|Comics & Graphic Novels,https://covers.openlibrary.org/b/id/109575-L.jpg
book-/works/OL85745W,Thunderball,Ian Fleming,1961,94,British|Fiction|Intelligence Officers|James Bond (Fictitious Character)|Intelligence Service|James Bond (Fictional)|Secret Service|Spectre (Fictional)|Atom Bombs|Spy Stories,https://covers.openlibrary.org/b/id/109571-L.jpg
book-/works/OL85748W,For Your Eyes Only,Ian Fleming,1959,93,British|English Short Stories|English Spy Stories|Fiction|Intelligence Officers|Secret Service|Intelligence Service|Serie:James_Bond|Collection:Serie:James_Bond|English Fiction,https://covers.openlibrary.org/b/id/109569-L.jpg
book-/works/OL1099842W,Le Chancellor,Jules Verne,1875,89,Juvenile Fiction|Shipwrecks|Classic Literature|Fiction|Thriller|Ship Captains|Shipwreck Victims|Adventure Stories|Chancellor (Ship),https://covers.openlibrary.org/b/id/3137735-L.jpg
book-/works/OL85744W,On Her Majesty's Secret Service,Ian Fleming,1963,88,British|Fiction|James Bond (Fictitious Character)|Smersh (Fictional Agency)|Spy|Alps|James Bond|Secret Service|007|Mi6,https://covers.openlibrary.org/b/id/109572-L.jpg
book-/works/OL2288670W,The Devil Doctor,Sax Rohmer,1916,84,Doctor Fu Manchu (Fictitious Character)|Fiction|Classic Literature|Mystery|Thriller|Poisoning|Juvenile Fiction|Secret Societies|Criminal Investigation,https://covers.openlibrary.org/b/id/2011138-L.jpg
book-/works/OL1914088W,Storm Island,Ken Follett,1978,83,English Spy Stories|Fiction|German Espionage|Germans|Islands|Married Women|Suspense|Thriller|Spies|Spy Stories,https://covers.openlibrary.org/b/id/4421774-L.jpg
book-/works/OL77001W,A Time to Kill,John Grisham,1989,79,African American Girls|Attorney And Client|Capital Murder|Capital Punishment|Child Sexual Abuse|Crime Fiction|Crimes Against African American Girls|Detective And Mystery Fiction|Detective And Mystery Stories|Disbarment,https://covers.openlibrary.org/b/id/8445673-L.jpg
book-/works/OL46876W,The Lost World,Michael Crichton,1995,78,Prions|Scrapie|Ornitholestes|Mussaurus|Procompsognathus|Triceratops|Dryosaurus|Hypsilophodon|Parasaurolophus|Maiasaura,https://covers.openlibrary.org/b/id/10656102-L.jpg
book-/works/OL5784622W,Män som hatar kvinnor,Stieg Larsson,2005,78,Fiction: Literature|Novels|Misogyny|Rape|Book Of Leviticus|Child Sexual Abuse|Finance|Secrecy|Aristocracy|Heiresses,https://covers.openlibrary.org/b/id/9274740-L.jpg
book-/works/OL77002W,The Chamber,John Grisham,1994,75,Alcoholism|Loyalty Oaths|Pardons|Governors|Trials|Fbi|Capital Punishment|Gas Chambers|Pro Bono Publico|Law Firms,https://covers.openlibrary.org/b/id/9255662-L.jpg
book-/works/OL20600W,Gulliver's Travels,Jonathan Swift,1726,1810,Ya|Young Adult|Juvenile|Fiction|Fantasy|Utopias|Classic|Classics|Irish|Literature,https://covers.openlibrary.org/b/id/12717083-L.jpg
book-/works/OL28570037W,The Wind in the Willows,Kenneth Grahame,1908,1346,Children'S Fiction|Fiction|Animals|Friendship|Juvenile Fiction|Toy And Movable Books|Country Life|River Life|Specimens|Christmas,https://covers.openlibrary.org/b/id/13335427-L.jpg
book-/works/OL99499W,Five Children and It,Edith Nesbit,1905,950,Fiction|Fairies|Wishes|Brothers And Sisters|History|Juvenile Fiction|Fantasy|Fairy Tales|Stories|England,https://covers.openlibrary.org/b/id/28174-L.jpg
book-/works/OL15449W,The Princess and the Goblin,George MacDonald,1872,750,Classic Literature|Fantasy|Fiction|Juvenile Fiction|Juvenile Literature|Fairy Tales|Children'S Fiction|Child And Youth Fiction|Classic Fiction|Children'S Books/All Ages,https://covers.openlibrary.org/b/id/14363454-L.jpg
book-/works/OL18396W,The Marvelous Land of Oz,L. Frank Baum,1904,724,Juvenile Fiction|Translations Into Russian|Oz (Imaginary Place)|Wizards|Fantasy|Children'S Fiction|Fantasy Fiction|Fiction|Oz (Imaginary Place) -- Juvenile Fiction|Fantasy Literature,https://covers.openlibrary.org/b/id/12648656-L.jpg
book-/works/OL18415W,Ozma of Oz,L. Frank Baum,1907,701,Fantasy|Children'S Stories|Juvenile Fiction|Fairy Tales|Fantasy Fiction|Children'S Fiction|Illustrated Children'S Books|Dorothy Gale (Fictitious Character)|Oz (Imaginary Place)|Princess Ozma (Fictitious Character),https://covers.openlibrary.org/b/id/12648657-L.jpg
book-/works/OL18409W,The Emerald City of Oz,L. Frank Baum,1910,634,Juvenile Fiction|Fiction|Oz (Imaginary Place)|Fantasy|Princess Ozma (Fictitious Character)|Children'S Fiction|Fantasy Fiction|American Fantasy Fiction|American Literature|Dorothy Gale (Fictitious Character),https://covers.openlibrary.org/b/id/1473556-L.jpg
book-/works/OL18412W,Dorothy and the Wizard in Oz,L. Frank Baum,1908,622,Fairy Tales|Fiction|Oz (Imaginary Place)|Fantasy|Classic Literature|Juvenile Fiction|Fantasy Fiction|Children'S Fiction|Children: Grades 4-6|Dorothy Gale (Fictitious Character),https://covers.openlibrary.org/b/id/12648659-L.jpg
book-/works/OL18411W,The Lost Princess of Oz,L. Frank Baum,1917,591,Fantasy|Juvenile Literature|Children'S Stories|Classic Literature|Fiction|Oz (Imaginary Place)|Fantasy Fiction|Children'S Fiction|Juvenile Fiction|Princess Ozma (Fictitious Character),https://covers.openlibrary.org/b/id/854819-L.jpg
book-/works/OL407476W,The Story of the Amulet,Edith Nesbit,1905,578,Roman Pour La Jeunesse|Litterature Fantastique|Classic Literature|Fiction|Juvenile Literature|Children'S Fiction|Fantasy Fiction|Child And Youth Fiction|Wishes|Juvenile Fiction,https://covers.openlibrary.org/b/id/13241470-L.jpg
book-/works/OL262358W,The Complete Life and Adventures of Santa Claus,L. Frank Baum,1902,560,Fantasy|Fiction|Juvenile Fiction|Science Fiction & Fantasy|Classic Literature|Christmas Stories|Christmas|Santa Claus|Children: Kindergarten|Children'S Fiction,https://covers.openlibrary.org/b/id/1979059-L.jpg
book-/works/OL262390W,The Road to Oz,L. Frank Baum,1909,533,Fairy Tales|Juvenile Fiction|Fiction|Oz (Imaginary Place)|Fantasy|Classic Literature|Children'S Fiction|Fantasy Fiction,https://covers.openlibrary.org/b/id/8243922-L.jpg
book-/works/OL262384W,The Sea Fairies,L. Frank Baum,1911,528,Children'S Stories|Juvenile Fiction|Classic Literature|Fiction|Children'S Fiction|Fantasy Fiction|Fantasy|Sea Stories|Mermaids|Magicians,https://covers.openlibrary.org/b/id/1814237-L.jpg
book-/works/OL262341W,Baum's American Fairy Tales,L. Frank Baum,1901,514,Juvenile Fiction|Fiction|Fantasy|Fairy Tales|Classic Literature|Short Stories|Contes De Fées,https://covers.openlibrary.org/b/id/709869-L.jpg
book-/works/OL262385W,Sky Island,L. Frank Baum,1912,510,Fantasy|Children'S Fiction|Fantasy Fiction|Juvenile Fiction|Imaginary Places,https://covers.openlibrary.org/b/id/2752804-L.jpg
book-/works/OL262352W,The Scarecrow of Oz,L. Frank Baum,1915,503,Classic Literature|Fantasy|Fiction|Fairy Tales|Children'S Fiction|Fantasy Fiction|Dorothy Gale (Fictitious Character)|Juvenile Fiction|Oz (Imaginary Place)|Juvenile Literature,https://covers.openlibrary.org/b/id/431586-L.jpg
book-/works/OL18405W,The Patchwork Girl of Oz,L. Frank Baum,1913,496,Fantasy|Juvenile Fiction|Fairy Tales|Children'S Fiction|Fantasy Fiction|Oz (Imaginary Place),https://covers.openlibrary.org/b/id/1473369-L.jpg
book-/works/OL262380W,The Magic of Oz,L. Frank Baum,1919,495,Fantasy|Juvenile Fiction|Wizard Of Oz (Fictitious Character)|Dorothy Gale (Fictitious Character)|Fiction|Children'S Fiction|Fantasy Fiction|Oz (Imaginary Place)|Princesses|Oz (Lieu Imaginaire),https://covers.openlibrary.org/b/id/5071176-L.jpg
book-/works/OL18414W,Tik-Tok of Oz,L. Frank Baum,1914,490,Fairy Tales|Fantasy Fiction|Juvenile Fiction|Fiction|Oz (Imaginary Place)|Fantasy|American Fantasy Fiction|Classic Literature|Children: Grades 4-6|Children'S Fiction,https://covers.openlibrary.org/b/id/8243277-L.jpg
book-/works/OL262376W,Rinkitink in Oz,L. Frank Baum,1916,488,Classic Literature|Fantasy|Fantasy Fiction|Fiction|Juvenile Fiction|Oz (Imaginary Place)|Children'S Fiction,https://covers.openlibrary.org/b/id/765814-L.jpg
book-/works/OL27482W,The Hobbit,J.R.R. Tolkien,1937,481,Fantasy|Arkenstone|Battle Of Five Armies|Invisibility|Thrushes|Eagles|Hobbits|Wizards|Dragons|Dwarves,https://covers.openlibrary.org/b/id/14627509-L.jpg
book-/works/OL99541W,The Enchanted Castle,Edith Nesbit,1907,478,Fiction|Fantasy|Magic|Rings|Friendship|History|England|Brothers And Sisters|Wishes|Juvenile Fiction,https://covers.openlibrary.org/b/id/6644514-L.jpg
book-/works/OL15450W,Phantastes,George MacDonald,1850,472,Fairy Tales|Scottish Fantasy Fiction|Classic Literature|Fantasy|Fiction|English Literature|Fairies|Fairyland (Imaginary Place)|English Fantasy Fiction|Scottish Authors,https://covers.openlibrary.org/b/id/14358814-L.jpg
book-/works/OL262381W,The Tin Woodman of Oz,L. Frank Baum,1918,461,Giants|Juvenile Fiction|Fiction|Oz (Imaginary Place)|Fantasy|Children'S Stories|Fantasy Fiction|Children'S Fiction|Dorothy Gale (Fictitious Character),https://covers.openlibrary.org/b/id/755973-L.jpg
book-/works/OL262391W,Glinda of Oz,L. Frank Baum,1920,454,Fiction|Fantasy|Children'S Stories|Classic Literature|Dorothy Gale (Fictitious Character)|Juvenile Fiction|Children'S Fiction|Fantasy Fiction|Oz (Imaginary Place)|Oz (Lieu Imaginaire),https://covers.openlibrary.org/b/id/758814-L.jpg
book-/works/OL99535W,The Magic City,Edith Nesbit,1910,445,Fantasy|Cities And Towns|Juvenile Fiction|Fiction|Children'S Fiction|Fantasy Fiction,https://covers.openlibrary.org/b/id/1673063-L.jpg
book-/works/OL462007W,Peter Pan,J. M. Barrie,1911,441,Open Library Staff Picks|English Children'S Fiction|Pop-Up Books|Toy And Movable Books|Never-Never Land (Imaginary Place)|Specimens|Juvenile Fiction|Fiction|Peter Pan (Fictitious Character)|Open_Syllabus_Project,https://covers.openlibrary.org/b/id/8237052-L.jpg
book-/works/OL99539W,The Phoenix and the Carpet,Edith Nesbit,1903,438,English Fantasy Fiction|Magic|Brothers And Sisters|Juvenile Fiction|Great Britain In Fiction|Magic In Fiction|Fiction|Brothers And Sisters In Fiction|Phoenix (Mythical Bird)|Mythical Animals,https://covers.openlibrary.org/b/id/902122-L.jpg
